amount,venue,address,city,state,zip,type
205000.00,"City of Gulfport, Florida - SVOG",2401 53rd Street South ,Gulfport,FL,33707,Live venue operator or promoter
87953.45,Marq Enterprises LLC - SVOG,1000 Parkview Drive Apt 802 ,Hallandale Beach,FL,33009,Live venue operator or promoter
143358.75,Pozo International LLC - SVOG,1800 East Hallandale Beach Blvd #85263,Hallandale Beach,FL,33009,Talent representative
232108.27,Sun and Sky Entertainment Inc - SVOG,1835 E Hallandale Beach blvd #258,Hallandale Beach,FL,33009,Talent representative
49428.45,"Utopia Artists, LLC - SVOG",5715 SE Canyata Ct,Hobe Sound,Fl,33455,Talent representative
302047.65,"KCG Holdings of Dunedin, INc. - SVOG",1916 US 19 N ,Holiday,fl,34691,Live venue operator or promoter
341857.80,"DMANI ENTERTAINMENT GROUP, INC - SVOG","15757 Pines Blvd, Suite 241",Hollywood,FL,33027,Talent representative
718012.20,Don Casino Productions INC - SVOG,303 S. 21st Ave,Hollywood,FL,33020,Talent representative
1255304.46,"Flippers II, Inc. - SVOG",7001 Taft Street ,Hollywood,Fl,33024,Motion picture theater operator
182518.40,Kevin And Caruso Corp - SVOG,4310 sheridan st 202,Hollywood,fl,33021,Theatrical producer
18326.22,KNIGHT RYDER MILLINEUM ENT INC - SVOG,4409 sw 18 st ,Hollywood,FL,33023,Talent representative
1664610.75,MIAMI MUSIC PARTNERS LLC - SVOG,1750 JEFFERSON STREET APT 404 ,Hollywood,FL,33020,Live venue operator or promoter
73060.20,Prisma Artists LLC - SVOG,1711 n 48th ave,Hollywood,FL,33021,Talent representative
114314.40,LAUM ENTERTAINMENT LLC - SVOG,23703 NW 116TH COURT ,Homestead,FL,33032,Talent representative
19592.55,Lights Out Project Inc - SVOG,208 Wimico Drive ,Indian Harbour Beach,FL,32937,Talent representative
831728.00,MICHAEL G ELKO - SVOG,931 north colonial court ,Indian Harbour Beach,FL,32937,Live venue operator or promoter
25061.62,"Florida Keys History and Discovery Foundation, Inc - SVOG",82100 Overseas Highway ,Islamorada,FL,33036,Museum Operator
24885.40,ALL ABOUT BOOKING LLC - SVOG,7643 GATE PARKWAY STE 104-58,Jacksonville,FL,32256,Talent representative
2695.00,andrea bowman - SVOG,1607 el prado rd 4,Jacksonville,FL,32216,Talent representative
373558.13,BDJ Enterprises LLC - SVOG,19 North Ocean Street,Jacksonville,FL,32202,Live venue operator or promoter
29085.00,Crescendo Amelia Big Band LLC - SVOG,4586 Crystal Brook Way ,Jacksonville,FL,32224,Live performing arts organization operator
4005094.95,"Florida State College at Jacksonville Foundation, Inc - SVOG",501 W State Street Suite 104,Jacksonville,FL,32202,Live performing arts organization operator
182482.33,"FLYING SAUCER PRESENTS, INC. - SVOG",7125 Garden Street ,Jacksonville,FL,32219,Live venue operator or promoter
1967855.85,"GFour Productions, LLC - SVOG","2220 County Rd 210 West, Ste 180-165",Jacksonville,FL,32259,Theatrical producer
6086.70,J Jams Entertainment llc. - SVOG,8246 VELVET SPRINGS LN,Jacksonville,FL,32244,Talent representative
222913.80,Jacksonville Symphony Association - SVOG,300 Water St. Suite 200 ,Jacksonville,FL,32202,Live performing arts organization operator
128804.46,Music Venue Solutions LLC DBA Archetype - SVOG,240 TalleyRand Avenue ,Jacksonville,FL,32202,Live venue operator or promoter
270541.10,"National Association of Teachers of Singing, Inc - SVOG",9957 Moorings Drive Suite 401 ,Jacksonville,FL,32257,Live performing arts organization operator
372693.15,Small Blue Planet inc - SVOG,1996 San Marco Blvd ,Jacksonville,FL,32207,Motion picture theater operator
602384.40,"Sun-Ray Cinemas, Inc. - SVOG",1028 Park Street ,Jacksonville,FL,32204,Motion picture theater operator
3287640.60,"The Florida Theatre Performing Arts Center, Inc. - SVOG",128 East Forsyth Street Suite 300,Jacksonville,FL,32202,Live venue operator or promoter
165267.70,Theatre Jacksonville Inc. - SVOG,2032 San Marco Blvd ,Jacksonville,FL,32207,Live performing arts organization operator
145356.75,"Blue Jay Jax, LLc - SVOG",2457 3rd St South ,Jacksonville Beach,FL,32250,Live venue operator or promoter
122169.57,Real Time Entertainment & Management LLC - SVOG,1021 16th St. N,Jacksonville Beach,FL,32250,Talent representative
2019655.50,Maltz Jupiter Theatre Inc. - SVOG,1001 E. Indiantown Road ,Jupiter,FL,33477,Live performing arts organization operator
48548.00,Reel Ting Inc - SVOG,123 Midleton Way ,Jupiter,FL,33458,Live performing arts organization operator
292210.90,Reef Environmental Education Foundation - SVOG,98300 Overseas Highway ,Key Largo,FL,33037,Museum Operator
83066.00,Bauer Restaurant Inc - SVOG,1723 JAMAICA DR ,Key West,FL,33040,Live performing arts organization operator
54994.35,Fringe Theater of Key West Inc. - SVOG,600 White St,Key West,FL,33040,Live performing arts organization operator
701764.88,Key West Art and Historical Society - SVOG,281 Front Street ,Key West,FL,33040,Museum Operator
551016.16,Key West Film Society INC - SVOG,416 Eaton Street ,Key West,FL,33040,Motion picture theater operator
183454.50,Key West Players Inc - SVOG,PO Box 724 ,Key West,FL,33041,Live venue operator or promoter
245955.60,Key West Theater & Community Stage Inc - SVOG,512 Eaton St ,Key West,FL,33040,Live venue operator or promoter
10861.65,Old Firehouse Preservation Inc - SVOG,1024 GRINNELL ST,Key West,FL,33040,Museum Operator
35000.00,PAUL MILLS - SVOG,1541 5TH ST ,Key West,FL,33040,Talent representative
247127.75,"Performing Arts Centers of Key West, Inc. - SVOG",5901 College Road 5901 College Road,Key West,FL,33040,Live venue operator or promoter
96126.95,Red Barn Theatre - SVOG,319 Duval St #2 (Rear),Key West,FL,33040,Live venue operator or promoter
520803.05,THE STUDIOS OF KEY WEST - SVOG,533 EATON STREET ,Key West,FL,33040,Museum Operator
519331.36,AntiGravity NTF inc - SVOG,4679 Fairy Tale Cir ,Kissimmee,FL,34746,Theatrical producer
265047.24,"Osceola Arts, Inc - SVOG",2411 East Irlo Bronson Highway ,Kissimmee,FL,34744,Live performing arts organization operator
1760727.04,"J.R. Five, Inc. - SVOG",2101 N. Epcot Resorts Blvd. ,Lake Buena Vista,FL,32830,Live venue operator or promoter
10998.00,Alex Torres - SVOG,651 WEYBRIDGE CT,Lake Mary,FL,32746,Live venue operator or promoter
822709.38,"Glenn Miller Productions, Inc. - SVOG",3208 W. Lake Mary Blvd. Suite 1720,Lake Mary,FL,32746,Live performing arts organization operator
69155.52,"Phoenix Talent Agency, Inc. - SVOG",3208 W. Lake Mary Blvd. Suite 1720,Lake Mary,FL,32746,Talent representative
96003.03,"The American Dance Competition, Inc. - SVOG",3415 W. Lake Mary Blvd.,Lake Mary,FL,32795,Live performing arts organization operator
16415.46,"Lake Wales Arts Council, Inc - SVOG",PO Box 608 ,Lake Wales,FL,33859,Live performing arts organization operator
675607.50,American German Club Inc - SVOG,5111 W Lantana Rd ,Lake Worth,FL,33463,Live venue operator or promoter
263834.35,Lake Worth Playhouse Inc - SVOG,713 LAKE AVE ,Lake Worth,FL,33460,Live performing arts organization operator
355068.88,Lake Worth Theatre Corp - SVOG,7380 Lake Worth Rd ,Lake Worth,FL,33467,Motion picture theater operator
504621.13,Palm Beach State College - SVOG,4200 Congress Avenue,Lake Worth,FL,33461,Live performing arts organization operator
107847.28,Sick BoyInc. - SVOG,6 S J St ,Lake Worth,FL,33460,Live venue operator or promoter
144143.47,Lakeland Community Theatre Inc - SVOG,121 South Lake Avenue ,Lakeland,FL,33801,Theatrical producer
39787.00,Lkld Live - SVOG,202 N MASSACHUSETTS AVE,Lakeland,FL,33801,Live venue operator or promoter
106749.63,"Polk Theatre, Inc. - SVOG",139 South Florida Avenue ,Lakeland,FL,33803,Motion picture theater operator
11029.05,Swan City Improv LLC - SVOG,202 N Massachussetts Ave,Lakeland,FL,33801,Live performing arts organization operator
26586.38,"The Imperial Symphony Orchestra, Inc. - SVOG",PO Box 2623,Lakeland,FL,33806,Live performing arts organization operator
213375.78,"Union Hall, LLC - SVOG",1023 S Florida Avenue ,Lakeland,FL,33803,Live venue operator or promoter
1218307.57,"Sarasota Film Society, Inc. - SVOG",10715 Rodeo Drive #8,Lakewood Ranch,FL,34202,Motion picture theater operator
120488.40,"Eight O'Clock Theatre, Inc - SVOG",105 Central Park Dr ,Largo,FL,33771,Live performing arts organization operator
14500.00,Sundown Sounds Cruise. LLC - SVOG,1047 9th Avenue NW ,Largo,FL,33770,Live venue operator or promoter
75577.90,Freemind Music LLC - SVOG,3345 NW 22ND COURT ,Lauderdale Lakes,FL,33311,Talent representative
438313.92,City of Lauderhill - SVOG,5581 W. Oakland Park Boulevard ,Lauderhill,FL,33313,Live performing arts organization operator
39406.35,Melon Patch Players INC - SVOG,311 N 13TH ST ,Leesburg,FL,34748,Live venue operator or promoter
250877.65,Imagine That Events and Entertainment - SVOG,2151 ne 42nd ct 123,Lighthouse Point,FL,33064,Talent representative
3325511.08,Cornetts Spirit of the Suwannee Inc - SVOG,3076 95th Drive ,Live Oak,FL,32060,Live venue operator or promoter
440489.70,Bloodstained Art Entertainment LLC - SVOG,2425 GULF OF MEXICO DRIVE UNIT 8F ,Longboat Key,FL,34228,Live performing arts organization operator
326146.84,"G&G Entertainment Consultants, LLC - SVOG",2425 Gulf of Mexico drive Unit 8-F,Longboat Key,FL,34228,Talent representative
11120.87,band preservation Inc. - SVOG,104 brandywine lane ,Longwood,FL,32779,Talent representative
359857.87,Endoxa Music LLC - SVOG,P.O. Box 52144,Longwood,FL,32752,Live venue operator or promoter
75505.91,Lexemeli Entertainment Inc. - SVOG,957 North St. ,Longwood,FL,32750,Theatrical producer
366474.05,World Gate Inc - SVOG,9 Robinwood Drive ,Longwood,FL,32779,Live performing arts organization operator
422069.56,"STARNET CINEMAS, INC. - SVOG",16909 LeClare Estates Pl ,Lutz,FL,33558,Motion picture theater operator
573891.16,Marco Movie Theater LTD - SVOG,599 S Collier Blvd Ste 103 ,Marco Island,FL,34145,Motion picture theater operator
9133.58,Davis Wick Talent Management LLC - SVOG,5400 NW 27th Ct,Margate,FL,33063,Talent representative
253528.15,C2C ENTERTAINMENT GROUP LLC - SVOG,7778 NW 116 AVENUE ,Medley,FL,33178,Talent representative
366880.60,Brevard Regional Arts Groups Inc - SVOG,625 E New Haven Avenue,Melbourne,FL,32901,Live performing arts organization operator
157894.32,Brevard Symphony Orchestra - SVOG,780 S Apollo Blvd Suite 218,Melbourne,FL,32909,Live performing arts organization operator
18080.13,LocalBeat Productions - SVOG,658 Rossmoor Cir ,Melbourne,FL,32940,Live venue operator or promoter
2011654.51,"Maxwell C. King Center for the Performing Arts, Inc. - SVOG",3865 N. Wickham Road ,Melbourne,FL,32935,Live performing arts organization operator
1745848.99,Premiere Theaters LLC - SVOG,1800 W Hibiscus Blvd ,Melbourne,FL,32901,Motion picture theater operator
69196.50,Rainbow Circ Productions & Events Inc - SVOG,1360 Lake Washington Road Ste 7 ,Melbourne,FL,32935,Talent representative
631338.58,ABM ENTERTAINMENT WORLDWIDE INC - SVOG,141 NE 3RD AVE SUITE 602,Miami,FL,33132,Talent representative
10000000.00,"Adrienne Arsht Center Trust, Inc. - SVOG",1300 Biscayne Blvd. ,Miami,FL,33132,Live venue operator or promoter
1972636.44,ALEXIS PENA PRODUCTIONS LLC - SVOG,92 SW 3rd Street 4104,Miami,FL,33130,Live venue operator or promoter
16611.30,"ARTEFACTUS CULTURAL PROJECT, INC. - SVOG",14963 SW 75th Terrace ,Miami,FL,33193,Live venue operator or promoter
62329.40,BLUE NIGHT ENTERTAINMENT INC - SVOG,950 SW 57 AVE #436 ,Miami,FL,33144,Talent representative
472343.01,BOTB Entertainment - SVOG,601 NE 36 St. ,Miami,FL,33137,Live venue operator or promoter
232458.05,"Bravada Enterprise, LLC - SVOG",19821 NW 2nd Ave. Suite 225,Miami,FL,33169,Live venue operator or promoter
854833.95,Broadway Factor LLC - SVOG,2000 S DIXIE HIGHWAY - STE 205 ,Miami,FL,33133,Theatrical producer
84779.87,"Camelot Days, Inc. - SVOG",6971 SW 64th St. ,Miami,FL,33143,Live venue operator or promoter
36450.00,Capodei Entertainment LLC - SVOG,1630 NW 77th Terrace,Miami,FL,33147,Talent representative
17030.20,Caro Entertainment Corporation - SVOG,7900 SW 148th CT,Miami,FL,33193,Live venue operator or promoter
2237561.10,CASUAL MGMT LLC - SVOG,6817 SW 81 TERRACE ,Miami,FL,33143,Talent representative
10000000.00,"CB Theater Experience, LLC - SVOG","175 SW 7th Street Latitude One Building, Suite 1108",Miami,FL,33130,Motion picture theater operator
61116.75,Cedgy Promotions Inc - SVOG,850 N Miami Ave Apt 1503,Miami,FL,33136,Live venue operator or promoter
74601.90,Chui B Company Inc. - SVOG,"145 SW 13TH ST, APT 113",Miami,FL,33130,Talent representative
69869.31,Churchill Pub LLC - SVOG,5501 NE 2 Ave ,Miami,FL,33137,Live venue operator or promoter
6791592.92,"Cinemex USA Real Estate Holdings, Inc. - SVOG",175 SW 7th St STE 1108,Miami,FL,33130,Motion picture theater operator
74077.74,"CIRCX, INC. - SVOG",12370 SW 96 Street ,Miami,FL,33186,Talent representative
56072.32,City Theatre Inc - SVOG,444 Brickell Ave. Suite 229,Miami,FL,33131,Theatrical producer
27661.32,Comedy Inn Inc - SVOG,14501 S Dixie Hwy ,Miami,FL,33176,Live venue operator or promoter
148600.00,CubaNostalgia Inc - SVOG,6701 NW 7 Street Suite 175,Miami,FL,33126,Live performing arts organization operator
31226.10,DANCE ESAIAS CORP - SVOG,6TH STREET DANCE STUDIO 1155 SW 6TH STREET,Miami,FL,33130,Live performing arts organization operator
543548.24,DSTRKT CORP - SVOG,20820 NE 8th Path,Miami,FL,33179,Talent representative
7858250.10,Electric Feel Management LLC - SVOG,"2045 Biscayne Blvd, STE 225",Miami,FL,33137,Talent representative
9941900.00,Elite Media & Marketing LLC - SVOG,4341 SW 16th St ,Miami,Fl,33134,Live venue operator or promoter
6713762.44,"Event Entertainment Group, Inc. - SVOG",201 South Biscayne Boulevard Suite 800,Miami,FL,33131,Live venue operator or promoter
71008.00,"Events by Eli, Inc. - SVOG",4361 SW 153rd Ct ,Miami,FL,33185,Live venue operator or promoter
345879.00,"First Row Entertainment, Inc - SVOG",690 SW 1st CT Suite 2505,Miami,FL,33130,Talent representative
1148567.45,FLAMINGO THEATER LLC - SVOG,"801 BRICKELL BAY DR, #471 ",Miami,FL,33131,Live venue operator or promoter
949975.20,"FLORIDA GRAND OPERA, INC. - SVOG",8390 NW 25TH STREET,Miami,FL,33122,Live performing arts organization operator
12285.45,Fluxus Haus Inc. - SVOG,20140 NE 3 CT ,Miami,FL,33179,Talent representative
36285.00,FOREVER MUSIC INC - SVOG,4000 Towerside Terrace ,Miami,FL,33138,Live venue operator or promoter
229978.03,Historical Association of Southern Florida - SVOG,101 West Flagler St. ,Miami,FL,33130,Museum Operator
249513.75,III Points LLC - SVOG,212 North Miami Ave. ,Miami,FL,33128,Live venue operator or promoter
623476.35,"iLuminate Productions, LLC - SVOG",1717 N Bayshore Drive Unit 2536,Miami,FL,33132,Theatrical producer
1362894.30,"Jorge M. Pérez Art Museum of Miami-Dade County, Inc. - SVOG",1103 Biscayne Boulevard ,Miami,FL,33132,Museum Operator
106210.09,Just The Funny - SVOG,3119 SW 22 ST 2ND FLOOR,Miami,FL,33145,Live venue operator or promoter
31986.00,Kessler LLC - SVOG,460 NE 28th Street #1603 ,Miami,FL,33137,Talent representative
231407.00,LA VIDA PRODUCTIONS CORP - SVOG,2136 SW 24TH TER,Miami,FL,33145,Theatrical producer
1047427.65,"Live It Productions International, LLC - SVOG",3595 NW 74th Street ,Miami,FL,33147,Live venue operator or promoter
145514.90,Living Arts Trust Inc - SVOG,6815 Biscayne Blvd Ste 103+461 ,Miami,FL,33138,Motion picture theater operator
111694.25,"Luis Luyando Management, Inc - SVOG",10630 NW 88th St ,Miami,FL,33178,Talent representative
285400.00,Magnus Media LLC - SVOG,656 NW 98th Street ,Miami,Fl,33150,Talent representative
414884.25,"Magnus Talent Agency, LLC - SVOG",656 NW 98th Street ,Miami,FL,33150,Talent representative
12735.90,Manu Manzo Music LLC - SVOG,9911 NW 29th st ,Miami,FL,33172,Talent representative
416902.75,Marketing and Sports Agency Corp - SVOG,1450 Brickell Bay Drive Suite 1711,Miami,FL,33131,Live venue operator or promoter
2952333.89,Metsquare Cinema LLC - SVOG,300 Southeast 3rd Street Suite 100 ,Miami,FL,33131,Motion picture theater operator
1848303.99,"Miami Children's Museum, Inc. - SVOG",980 MacArthur Causeway ,Miami,FL,33132,Museum Operator
386221.47,MIAMI DADE COUNTY - SVOG,2901 W FLAGLER ST ,Miami,FL,33135,Live performing arts organization operator
99248.38,"Miami Light Project, Inc. - SVOG",404 NW 26 Street ,Miami,FL,33127,Live performing arts organization operator
19746.95,Miami Theater Center Inc. - SVOG,9806 NE 2nd Avenue ,Miami,FL,33138,Live performing arts organization operator
521136.18,MIAMI VICE MARKETING GROUP INC - SVOG,8056 NW 10 ST APT 2,Miami,FL,33126,Live venue operator or promoter
718867.35,"Miami-Dade, County of - SVOG",10950 SW 211th ST ,Miami,FL,33189,Live performing arts organization operator
152494.65,"Miami-Dade, County of. African Heritage Cultural Arts Center - SVOG","African Heritage Cultural Arts Center 6161 NW 22nd Avenue Miami, FL 33142",Miami,FL,33142,Live performing arts organization operator
250375.95,Minimax M&M - SVOG,3745 NW 50th street Unit A,Miami,FL,33142,Live venue operator or promoter
1066902.80,MOVE CONCERTS LLC - SVOG,8950 SW 74th Court. SUite 1609 ,Miami,FL,33156,Live venue operator or promoter
4561196.60,"Museum of Science, Inc. - SVOG",1101 Biscayne Blvd. ,Miami,FL,33132,Museum Operator
15000.00,NGHT VISN LLC dba BLNK CNVS - SVOG,821 NE 71st Street,Miami,FL,33138,Live venue operator or promoter
680.81,NT ID Inc. - SVOG,350 NE 24th Street PH2,Miami,FL,33137,Theatrical producer
21300.00,OBSCENE SOUNDS LLC - SVOG,11360 SW 52 ST ,Miami,FL,33165,Live venue operator or promoter
504399.19,"Ocean Cinemas, Inc - SVOG",782 NW 42 AVE ,Miami,FL,33126,Motion picture theater operator
87000.00,OPULENCE ENTERTAINMENT GROUP LLC - SVOG,3737 Peacock Ave Unit 729p,Miami,FL,33146,Live performing arts organization operator
377722.57,PCM Entertainment Group LLC - SVOG,2423 SW 147 AVE SUITE 106 ,Miami,FL,33185,Talent representative
20866.90,"Performance Management International, LL - SVOG",10500 SW 128 Terrace ,Miami,FL,33176,Talent representative
243464.40,"PINTA - ART, LLC - SVOG",777 BRICKELL AVE 500-49,Miami,FL,33131,Live venue operator or promoter
958119.43,Poplife Entertainent Group LLC - SVOG,1035 N Miami Ave #305,Miami,FL,33136,Live venue operator or promoter
236314.35,"Rakastella Events, LLC - SVOG",73 NE 48 Street ,Miami,FL,33137,Live venue operator or promoter
549178.09,"RAMOS MASTERS COLLECTION, INC - SVOG",1465 SW 8 STREET 106 ,Miami,FL,33135,Live venue operator or promoter
16334.00,RIGOLO PRODUCTIONS LLC - SVOG,13741 NE MIAMI CT ,Miami,FL,33161,Theatrical producer
147207.26,"RUMBAMIAMI, INC - SVOG",8577 NW 54 ST,Miami,FL,33166,Live venue operator or promoter
75970.62,Sensual Movement Studio Inc - SVOG,58 NE 14th St. Apt. 2516 ,Miami,FL,33132,Live performing arts organization operator
146204.26,"Seraphic Fire, Inc. - SVOG","2153 Coral Way, Suite 401 ",Miami,FL,33145,Live performing arts organization operator
289274.22,"Soundtuary, LLC - SVOG",1537 SW 10th St. ,Miami,FL,33135,Live venue operator or promoter
176208.30,Street Masters Inc d/b/a/ Luieville and Company - SVOG,15090 sw 176 street ,Miami,FL,33187,Talent representative
190929.09,Super Music Management LLC - SVOG,1035 N Miami Ave #305 ,Miami,FL,33136,Talent representative
20883.41,"The Chidren's Voice Chorus, Inc. - SVOG",5943 SW 59th Street ,Miami,FL,33143,Live performing arts organization operator
169763.10,The Miami Symphony Orchestra / Orquesta Sinfonica de Miami Inc - SVOG,3900 North Miami Ave. First Floor ,Miami,FL,33127,Live performing arts organization operator
154690.20,"TL Tango Lovers Organization, Inc - SVOG",5241 SW 154 Place ,Miami,FL,33185,Live performing arts organization operator
61582.95,U EVENT GROUP CORP - SVOG,8386 NW 68 STREET ,Miami,FL,33166,Live venue operator or promoter
690963.84,VID MUSIC GROUP LLC - SVOG,13662 SW 160th Ct ,Miami,FL,33196,Talent representative
228657.60,"WANNA INVESTMENTS II, INC. - SVOG",1717 N BAYSHORE DR PH B52 ,Miami,FL,33132,Live venue operator or promoter
1962736.20,"West Brickell Associates, LLC - SVOG",1620 SW 8th St ,Miami,FL,33135,Live venue operator or promoter
22983.30,Wigwood LLC - SVOG,176 NW 24th Street ,Miami,FL,33127,Live venue operator or promoter
23245.56,Workshops 360 - SVOG,8690 Biscayne Blvd. ,Miami,FL,33138,Live venue operator or promoter
